# phase=0.5 T=2.0
50 20 0.6200
52 20 0.3400
54 20 0.1000
56 20 0.0000
58 20 0.0000
60 20 0.0000
62 20 0.0000
64 20 0.0000
66 20 0.0000
68 20 0.0000
70 20 0.0000
72 20 0.0000
74 20 0.0000
76 20 0.0000
78 20 0.0000
80 20 0.0000
82 20 0.0000
84 20 0.0000
86 20 0.0000
88 20 0.0000
90 20 0.0000
92 20 0.0000
94 20 0.0000
96 20 0.0000
98 20 0.0000
100 20 0.0000
102 20 0.0000
104 20 0.0000
106 20 0.0000
108 20 0.0000
110 20 0.0000

50 24 1.0000
52 24 1.0000
54 24 0.9800
56 24 0.9200
58 24 0.8200
60 24 0.6200
62 24 0.3800
64 24 0.1800
66 24 0.0400
68 24 0.0000
70 24 0.0000
72 24 0.0000
74 24 0.0000
76 24 0.0000
78 24 0.0000
80 24 0.0000
82 24 0.0000
84 24 0.0000
86 24 0.0000
88 24 0.0000
90 24 0.0000
92 24 0.0000
94 24 0.0000
96 24 0.0000
98 24 0.0000
100 24 0.0000
102 24 0.0000
104 24 0.0000
106 24 0.0000
108 24 0.0000
110 24 0.0000

50 28 1.0000
52 28 1.0000
54 28 1.0000
56 28 1.0000
58 28 1.0000
60 28 1.0000
62 28 1.0000
64 28 0.9800
66 28 0.9200
68 28 0.7800
70 28 0.6200
72 28 0.4000
74 28 0.2200
76 28 0.1000
78 28 0.0200
80 28 0.0000
82 28 0.0000
84 28 0.0000
86 28 0.0000
88 28 0.0000
90 28 0.0000
92 28 0.0000
94 28 0.0000
96 28 0.0000
98 28 0.0000
100 28 0.0000
102 28 0.0000
104 28 0.0000
106 28 0.0000
108 28 0.0000
110 28 0.0000

50 32 1.0000
52 32 1.0000
54 32 1.0000
56 32 1.0000
58 32 1.0000
60 32 1.0000
62 32 1.0000
64 32 1.0000
66 32 1.0000
68 32 1.0000
70 32 1.0000
72 32 0.9800
74 32 0.9400
76 32 0.9200
78 32 0.7600
80 32 0.6200
82 32 0.4400
84 32 0.2800
86 32 0.1000
88 32 0.0400
90 32 0.0000
92 32 0.0000
94 32 0.0000
96 32 0.0000
98 32 0.0000
100 32 0.0000
102 32 0.0000
104 32 0.0000
106 32 0.0000
108 32 0.0000
110 32 0.0000

50 36 1.0000
52 36 1.0000
54 36 1.0000
56 36 1.0000
58 36 1.0000
60 36 1.0000
62 36 1.0000
64 36 1.0000
66 36 1.0000
68 36 1.0000
70 36 1.0000
72 36 1.0000
74 36 1.0000
76 36 1.0000
78 36 1.0000
80 36 0.9800
82 36 0.9800
84 36 0.9200
86 36 0.9200
88 36 0.7400
90 36 0.6200
92 36 0.4600
94 36 0.2800
96 36 0.1800
98 36 0.0600
100 36 0.0200
102 36 0.0000
104 36 0.0000
106 36 0.0000
108 36 0.0000
110 36 0.0000

50 40 1.0000
52 40 1.0000
54 40 1.0000
56 40 1.0000
58 40 1.0000
60 40 1.0000
62 40 1.0000
64 40 1.0000
66 40 1.0000
68 40 1.0000
70 40 1.0000
72 40 1.0000
74 40 1.0000
76 40 1.0000
78 40 1.0000
80 40 1.0000
82 40 1.0000
84 40 1.0000
86 40 1.0000
88 40 1.0000
90 40 0.9800
92 40 0.9800
94 40 0.9200
96 40 0.9000
98 40 0.7400
100 40 0.6200
102 40 0.4600
104 40 0.3400
106 40 0.2200
108 40 0.1000
110 40 0.0400

50 44 1.0000
52 44 1.0000
54 44 1.0000
56 44 1.0000
58 44 1.0000
60 44 1.0000
62 44 1.0000
64 44 1.0000
66 44 1.0000
68 44 1.0000
70 44 1.0000
72 44 1.0000
74 44 1.0000
76 44 1.0000
78 44 1.0000
80 44 1.0000
82 44 1.0000
84 44 1.0000
86 44 1.0000
88 44 1.0000
90 44 1.0000
92 44 1.0000
94 44 1.0000
96 44 1.0000
98 44 0.9800
100 44 0.9800
102 44 0.9200
104 44 0.9200
106 44 0.8600
108 44 0.7200
110 44 0.6200

50 48 1.0000
52 48 1.0000
54 48 1.0000
56 48 1.0000
58 48 1.0000
60 48 1.0000
62 48 1.0000
64 48 1.0000
66 48 1.0000
68 48 1.0000
70 48 1.0000
72 48 1.0000
74 48 1.0000
76 48 1.0000
78 48 1.0000
80 48 1.0000
82 48 1.0000
84 48 1.0000
86 48 1.0000
88 48 1.0000
90 48 1.0000
92 48 1.0000
94 48 1.0000
96 48 1.0000
98 48 1.0000
100 48 1.0000
102 48 1.0000
104 48 1.0000
106 48 1.0000
108 48 0.9800
110 48 0.9800

50 52 1.0000
52 52 1.0000
54 52 1.0000
56 52 1.0000
58 52 1.0000
60 52 1.0000
62 52 1.0000
64 52 1.0000
66 52 1.0000
68 52 1.0000
70 52 1.0000
72 52 1.0000
74 52 1.0000
76 52 1.0000
78 52 1.0000
80 52 1.0000
82 52 1.0000
84 52 1.0000
86 52 1.0000
88 52 1.0000
90 52 1.0000
92 52 1.0000
94 52 1.0000
96 52 1.0000
98 52 1.0000
100 52 1.0000
102 52 1.0000
104 52 1.0000
106 52 1.0000
108 52 1.0000
110 52 1.0000

50 56 1.0000
52 56 1.0000
54 56 1.0000
56 56 1.0000
58 56 1.0000
60 56 1.0000
62 56 1.0000
64 56 1.0000
66 56 1.0000
68 56 1.0000
70 56 1.0000
72 56 1.0000
74 56 1.0000
76 56 1.0000
78 56 1.0000
80 56 1.0000
82 56 1.0000
84 56 1.0000
86 56 1.0000
88 56 1.0000
90 56 1.0000
92 56 1.0000
94 56 1.0000
96 56 1.0000
98 56 1.0000
100 56 1.0000
102 56 1.0000
104 56 1.0000
106 56 1.0000
108 56 1.0000
110 56 1.0000

50 60 1.0000
52 60 1.0000
54 60 1.0000
56 60 1.0000
58 60 1.0000
60 60 1.0000
62 60 1.0000
64 60 1.0000
66 60 1.0000
68 60 1.0000
70 60 1.0000
72 60 1.0000
74 60 1.0000
76 60 1.0000
78 60 1.0000
80 60 1.0000
82 60 1.0000
84 60 1.0000
86 60 1.0000
88 60 1.0000
90 60 1.0000
92 60 1.0000
94 60 1.0000
96 60 1.0000
98 60 1.0000
100 60 1.0000
102 60 1.0000
104 60 1.0000
106 60 1.0000
108 60 1.0000
110 60 1.0000

50 64 1.0000
52 64 1.0000
54 64 1.0000
56 64 1.0000
58 64 1.0000
60 64 1.0000
62 64 1.0000
64 64 1.0000
66 64 1.0000
68 64 1.0000
70 64 1.0000
72 64 1.0000
74 64 1.0000
76 64 1.0000
78 64 1.0000
80 64 1.0000
82 64 1.0000
84 64 1.0000
86 64 1.0000
88 64 1.0000
90 64 1.0000
92 64 1.0000
94 64 1.0000
96 64 1.0000
98 64 1.0000
100 64 1.0000
